0.591667 0 0
0.6 0 0
0.608333 0 0
0.616667 0 0
0.625 0 0
0.633333 0 0
0.641667 0 0
0.65 0 0
0.658333 0 0
0.666667 0 0
0.675 0 0
0.683333 0 0
0.691667 0 0
0.7 0 0
0.708333 0 0
0.716667 0 0
0.725 0 0
0.733333 0 0
0.741667 0 0
0.75 0 0
0.758333 0 0
0.766667 0 0
0.775 0 0
0.783333 0 0
0.791667 0 0
0.8 0 0
0.808333 0 0
0.816667 0 0
0.825 0 0
0.833333 0 0
0.841667 0 0
0.85 0 0
0.858333 0 0
0.866667 0 0
0.875 0 0
0.883333 0 0
0.891667 0 0
0.9 0 0
0.908333 0 0
0.916667 0 0
0.925 0 0
0.933333 0 0
0.941667 0 0
0.95 0 0
0.958333 0 0
0.966667 0 0
0.975 0 0
0.983333 0 0
0.991667 0 0
